Time,Battery_%,Load_%
22:50:38,136.0,22.7,101.6,99.9
22:50:40,136.0,22.7,101.6,99.9
22:50:41,144.0,22.7,101.6,99.9
22:50:43,144.0,22.7,101.6,99.9
22:50:44,144.0,22.7,101.6,99.9
22:50:48,136.0,22.7,101.7,99.9
22:50:49,136.0,22.7,101.6,99.9
22:50:52,136.0,22.7,101.7,99.9
22:50:54,136.0,22.7,101.6,99.9
22:50:55,136.0,22.7,101.6,99.9
22:50:56,144.0,22.7,101.6,99.9
22:50:58,144.0,22.7,101.6,99.9
22:50:59,136.0,22.7,101.6,99.9
22:51:01,144.0,22.7,101.6,99.9
22:51:02,136.0,22.7,101.7,99.9
22:51:04,136.0,22.7,101.8,99.9
22:51:05,144.0,22.7,101.8,99.9
22:51:06,144.0,22.7,101.9,99.9
22:51:08,136.0,22.7,101.9,99.9
22:51:09,144.0,22.7,101.9,99.9
22:51:11,136.0,22.7,101.8,99.9
22:51:12,144.0,22.7,101.9,99.9
22:51:14,144.0,22.7,101.9,99.9
22:51:15,136.0,22.7,101.9,99.9
22:52:16,144.0,22.7,101.7,99.9
22:54:16,136.0,22.3,101.7,99.9
22:55:17,136.0,22.0,101.7,100.0
22:57:18,128.0,21.5,101.7,99.9
22:58:18,144.0,21.3,101.8,99.9
22:58:24,136.0,21.3,101.8,100.0
22:58:26,136.0,21.3,101.8,99.9
22:58:27,144.0,21.3,101.8,99.9
22:58:29,144.0,21.3,101.8,99.9
22:58:30,136.0,21.3,101.8,99.9
22:58:31,144.0,21.3,101.8,99.9
22:58:33,136.0,21.3,101.8,99.9
22:58:34,136.0,21.3,101.8,99.9
22:58:35,144.0,21.3,101.8,99.9
22:58:37,136.0,21.2,101.7,99.9
22:58:38,136.0,21.2,101.8,99.9
22:58:40,136.0,21.2,101.8,99.9
22:58:41,136.0,21.2,101.8,99.9
22:58:42,136.0,21.2,101.8,99.9
22:58:45,144.0,21.2,101.9,100.0
22:58:47,144.0,21.2,101.9,100.0
22:58:48,144.0,21.2,101.8,100.0
22:58:52,136.0,21.2,101.7,99.9
22:58:53,136.0,21.2,101.7,99.9
22:58:55,144.0,21.2,101.7,99.9
22:58:56,144.0,21.2,101.7,99.9
22:58:58,152.0,21.2,101.7,99.9
22:58:59,144.0,21.2,101.7,99.9
22:59:01,136.0,21.2,101.8,99.9
22:59:02,136.0,21.2,101.8,99.9
22:59:03,136.0,21.2,101.8,99.9
22:59:05,144.0,21.2,101.7,99.9
22:59:06,136.0,21.2,101.7,99.9
22:59:08,136.0,21.2,101.8,100.0
22:59:09,136.0,21.1,101.8,99.9
22:59:11,136.0,21.1,101.7,99.9
22:59:12,136.0,21.1,101.7,99.9
22:59:14,136.0,21.1,101.7,99.9
22:59:15,136.0,21.1,101.7,99.9
22:59:16,136.0,21.1,101.7,99.9
22:59:18,128.0,21.1,101.6,99.9
22:59:19,136.0,21.1,101.6,99.9
22:59:21,144.0,21.1,101.6,99.9
22:59:22,144.0,21.1,101.7,99.9
22:59:24,144.0,21.1,101.7,99.9
22:59:25,136.0,21.1,101.7,99.9
23:00:26,144.0,20.9,101.2,99.9
23:01:26,136.0,20.9,101.2,99.9
23:02:27,152.0,21.0,101.3,99.9
23:03:27,160.0,21.2,101.0,99.9
23:04:28,136.0,21.5,101.1,99.9
23:05:28,136.0,21.8,100.8,99.9
23:07:29,128.0,22.2,101.3,99.9
23:08:29,144.0,22.3,101.2,99.9
23:08:36,144.0,22.3,101.3,100.0
23:08:37,144.0,22.4,101.3,100.0
23:08:39,152.0,22.4,101.3,100.0
23:08:40,144.0,22.4,101.3,99.9
23:08:41,152.0,22.4,101.3,99.9
23:08:43,144.0,22.5,101.3,99.9
23:08:44,144.0,22.4,101.3,99.9
23:08:46,144.0,22.4,101.2,99.9
23:08:47,144.0,22.4,101.1,99.9
23:08:50,144.0,22.4,101.2,99.9
23:08:51,144.0,22.5,101.3,99.9
23:08:53,144.0,22.4,101.2,99.9
23:08:55,136.0,22.5,101.2,99.9
23:08:57,144.0,22.4,101.2,99.9
23:08:58,144.0,22.4,101.2,99.9
23:08:59,144.0,22.4,101.2,99.9
23:09:01,136.0,22.4,101.2,99.9
23:09:02,136.0,22.4,101.1,99.9
23:09:04,144.0,22.4,101.2,99.9
23:09:05,136.0,22.4,101.2,99.9
23:09:07,136.0,22.4,101.2,99.9
23:09:08,136.0,22.5,101.2,99.9
23:09:09,136.0,22.5,101.1,99.9
23:09:11,128.0,22.5,101.1,99.9
23:09:12,136.0,22.5,101.1,99.9
23:09:14,144.0,22.5,101.1,99.9
23:09:15,136.0,22.5,101.2,99.9
23:09:18,136.0,22.5,101.1,99.9
23:09:19,152.0,22.5,101.1,99.9
23:09:21,136.0,22.5,101.2,99.9
23:09:24,136.0,22.5,101.2,99.9
23:09:25,128.0,22.5,101.2,99.9
23:09:26,144.0,22.5,101.2,99.9
23:09:31,136.0,22.4,101.2,99.9
23:09:32,128.0,22.5,101.1,99.9
23:09:33,136.0,22.5,101.2,99.9
23:09:35,128.0,22.5,101.2,99.9
23:09:36,136.0,22.4,101.2,99.9
23:10:37,136.0,22.6,101.3,99.9
23:11:37,144.0,22.7,101.6,99.9
23:12:44,136.0,22.5,101.3,99.9
23:12:45,136.0,22.5,101.3,99.9
23:12:46,136.0,22.5,101.5,99.9
23:12:48,144.0,22.5,101.4,99.9
23:12:49,144.0,22.5,101.5,99.9
23:12:50,136.0,22.4,101.4,99.9
23:12:52,144.0,22.4,101.4,99.9
23:12:53,136.0,22.4,101.4,99.9
23:12:55,136.0,22.4,101.6,99.9
23:12:56,144.0,22.4,101.6,99.9
23:12:58,144.0,22.4,101.6,99.9
23:13:00,136.0,22.4,101.5,99.9
23:13:02,136.0,22.4,101.4,99.9
23:13:03,136.0,22.4,101.4,99.9
23:13:07,136.0,22.4,101.2,99.9
23:13:08,128.0,22.4,101.3,99.9
23:13:10,136.0,22.4,101.2,99.9
23:13:11,136.0,22.4,101.3,99.9
23:13:13,136.0,22.3,101.3,99.9
23:13:14,136.0,22.3,101.2,99.9
23:13:16,136.0,22.3,101.2,99.9
23:13:17,144.0,22.3,101.2,99.9
23:13:18,136.0,22.3,101.2,99.9
23:13:20,136.0,22.3,101.3,99.9
23:13:21,144.0,22.3,101.1,99.9
23:13:23,136.0,22.3,101.2,99.9
23:13:24,144.0,22.3,101.2,99.9
23:13:26,144.0,22.3,101.2,99.9
23:13:28,136.0,22.3,101.3,99.9
23:13:30,136.0,22.3,101.2,99.9
23:13:31,136.0,22.3,101.2,99.9
23:13:34,144.0,22.3,101.3,99.9
23:13:35,136.0,22.2,101.3,99.9
23:13:37,144.0,22.2,101.1,99.9
23:13:41,136.0,22.2,101.1,99.9
23:13:42,144.0,22.2,101.1,99.9
23:13:44,136.0,22.2,101.0,99.9
23:14:03,144.0,22.1,101.4,99.9
23:14:05,136.0,22.1,101.4,99.9
23:14:06,136.0,22.1,101.4,99.9
23:14:10,144.0,22.1,101.5,99.9
23:14:11,136.0,22.1,101.5,99.9
23:14:13,136.0,22.1,101.5,99.9
23:14:14,152.0,22.1,101.5,99.9
23:14:16,144.0,22.1,101.5,99.9
23:14:17,136.0,22.1,101.4,99.9
23:14:18,144.0,22.0,101.5,99.9
23:14:20,136.0,22.0,101.5,99.9
23:14:21,144.0,22.0,101.4,99.9
23:14:23,136.0,22.0,101.5,99.9
23:14:24,136.0,22.0,101.4,99.9
23:14:25,136.0,22.0,101.5,99.9
23:14:27,144.0,22.0,101.5,99.9
23:14:28,144.0,22.0,101.5,99.9
23:14:31,136.0,22.0,101.2,99.9
23:14:32,136.0,22.0,101.4,99.9
23:14:34,136.0,22.0,101.4,99.9
23:14:37,144.0,22.0,101.5,99.9
23:14:38,136.0,22.0,101.4,99.9
23:14:39,144.0,22.0,101.3,99.9
23:14:41,128.0,22.0,101.3,99.9
23:14:42,144.0,22.0,101.5,99.9
23:14:44,136.0,21.9,101.5,99.9
23:14:45,136.0,21.9,101.3,99.9
23:14:46,136.0,21.9,101.3,99.9
23:14:48,136.0,21.9,101.4,99.9
23:14:49,136.0,21.9,101.3,99.9
23:14:52,144.0,21.9,101.3,99.9
23:14:54,136.0,21.9,101.3,99.9
23:14:55,144.0,21.9,101.3,99.9
23:14:58,144.0,21.9,101.3,99.9
23:14:59,144.0,21.9,101.4,99.9
23:15:01,128.0,21.9,101.4,99.9
23:15:03,136.0,21.9,101.2,99.9
23:17:24,136.0,21.3,101.1,99.9
23:17:26,136.0,21.2,101.2,99.9
23:17:30,136.0,21.2,101.3,99.9
23:17:31,136.0,21.2,101.1,99.9
23:17:34,136.0,21.2,101.4,99.9
23:17:35,136.0,21.2,101.2,99.9
23:17:37,144.0,21.2,101.3,99.9
23:17:38,144.0,21.2,101.1,99.9
23:17:39,136.0,21.2,101.1,99.9
23:17:41,144.0,21.2,101.1,99.9
23:17:42,136.0,21.2,101.1,99.9
23:17:44,144.0,21.2,101.0,99.9
23:17:45,144.0,21.2,101.0,99.9
23:17:46,136.0,21.2,101.0,99.9
23:17:48,144.0,21.2,101.0,99.9
23:17:49,144.0,21.2,101.0,99.9
23:17:51,136.0,21.2,101.0,99.9
23:17:52,144.0,21.2,101.1,99.9
23:17:54,136.0,21.2,101.1,99.9
23:17:55,136.0,21.2,101.1,99.9
23:17:56,144.0,21.2,101.2,99.9
23:17:58,136.0,21.2,101.1,99.9
23:17:59,136.0,21.2,101.1,99.9
23:18:02,144.0,21.1,101.1,99.9
23:18:03,144.0,21.1,101.1,99.9
23:18:05,144.0,21.1,101.0,99.9
23:18:06,136.0,21.1,100.9,99.9
23:18:13,144.0,21.1,101.2,99.9
23:18:14,136.0,21.1,101.1,99.9
23:18:17,136.0,21.1,101.1,99.9
23:18:18,136.0,21.1,101.1,99.9
23:18:20,136.0,21.1,101.1,99.9
23:18:21,136.0,21.1,101.1,99.9
23:18:25,152.0,21.0,101.0,99.9
23:18:27,160.0,21.0,101.0,99.9
23:18:31,144.0,21.0,101.2,99.9
23:18:32,144.0,21.0,101.1,99.9
23:18:33,136.0,21.0,101.2,99.9
23:18:35,136.0,21.0,101.2,99.9
23:18:36,136.0,21.0,101.3,99.9
23:18:38,136.0,21.0,101.3,99.9
23:18:39,136.0,21.0,101.1,99.9
23:18:40,144.0,21.0,101.0,99.9
23:18:42,144.0,21.0,101.1,99.9
23:18:43,136.0,21.0,101.0,99.9
23:18:47,136.0,21.0,100.9,99.9
23:18:49,144.0,21.0,100.9,99.9
23:18:51,144.0,21.0,100.8,99.9
23:18:53,144.0,21.0,101.0,99.9
23:18:54,136.0,21.0,100.9,99.9
23:18:57,144.0,21.0,101.0,99.9
23:18:59,136.0,21.0,101.0,99.9
23:19:00,144.0,20.9,101.0,99.9
23:19:01,136.0,20.9,101.1,99.9
23:19:03,136.0,20.9,101.0,99.9
23:19:04,144.0,20.9,101.0,99.9
23:19:06,144.0,20.9,101.0,99.9
23:19:07,136.0,20.9,101.0,99.9
23:19:09,136.0,20.9,101.0,99.9
23:19:10,136.0,20.9,101.0,99.9
23:19:13,144.0,20.9,101.0,99.9
23:19:14,136.0,20.9,101.0,99.9
23:20:15,136.0,20.7,101.1,99.9
23:21:15,136.0,20.8,101.0,99.9
23:22:16,136.0,21.0,101.2,99.9
23:23:16,144.0,21.2,101.2,99.9
23:24:05,144.0,21.6,101.4,99.9
23:24:06,144.0,21.6,101.2,99.9
23:24:08,144.0,21.6,101.2,99.9
23:24:09,136.0,21.6,101.2,99.9
23:24:10,144.0,21.6,101.3,99.9
23:24:12,136.0,21.6,101.3,99.9
23:24:13,136.0,21.6,101.3,99.9
23:24:15,144.0,21.6,101.3,99.9
23:24:16,136.0,21.6,101.3,99.9
23:24:19,144.0,21.6,101.2,99.9
23:24:20,136.0,21.6,101.2,99.9
23:24:21,144.0,21.6,101.2,99.9
23:24:23,144.0,21.6,101.4,99.9
23:24:24,144.0,21.6,101.4,99.9
23:24:26,136.0,21.7,101.4,99.9
23:24:27,136.0,21.7,101.3,99.9
23:24:28,136.0,21.7,101.4,99.9
23:24:32,144.0,21.7,101.5,99.9
23:24:34,136.0,21.8,101.6,99.9
23:24:35,136.0,21.8,101.5,99.9
23:24:37,144.0,21.7,101.5,99.9
23:24:38,136.0,21.7,101.5,99.9
23:24:40,136.0,21.8,101.6,99.9
23:24:41,136.0,21.7,101.4,99.9
23:24:42,136.0,21.7,101.5,99.9
23:24:44,136.0,21.7,101.3,99.9
23:24:47,136.0,21.7,101.4,100.0
23:24:48,136.0,21.7,101.4,100.0
23:24:49,128.0,21.7,101.4,100.0
23:24:52,144.0,21.7,101.3,100.0
23:24:54,136.0,21.7,101.4,99.9
23:24:55,136.0,21.7,101.5,99.9
23:24:58,144.0,21.8,101.5,100.0
23:24:59,136.0,21.8,101.4,99.9
23:25:01,144.0,21.8,101.4,100.0
23:25:02,144.0,21.8,101.5,100.0
23:25:04,144.0,21.8,101.4,100.0
23:25:05,144.0,21.8,101.5,100.0
23:26:06,136.0,22.1,101.6,99.9
23:27:06,136.0,22.2,101.3,99.9
23:28:07,136.0,22.4,101.2,99.9
23:30:10,152.0,22.6,101.6,99.9
23:30:11,136.0,22.6,101.5,99.9
23:30:12,136.0,22.6,101.6,99.9
23:30:14,136.0,22.6,101.6,99.9
23:30:15,144.0,22.6,101.6,99.9
23:30:17,136.0,22.7,101.6,99.9
23:30:18,144.0,22.7,101.6,99.9
23:30:19,136.0,22.7,101.7,99.9
23:30:21,144.0,22.7,101.6,99.9
23:30:22,144.0,22.7,101.6,99.9
23:30:26,144.0,22.7,101.7,99.9
23:30:28,136.0,22.7,101.7,99.9
23:30:29,136.0,22.7,101.4,99.9
23:30:30,136.0,22.7,101.4,99.9
23:30:32,136.0,22.7,101.5,99.9
23:30:33,144.0,22.7,101.5,99.9
23:30:35,136.0,22.7,101.5,99.9
23:30:36,136.0,22.7,101.4,99.9
23:30:37,136.0,22.7,101.4,99.9
23:30:39,136.0,22.7,101.4,99.9
23:30:40,144.0,22.7,101.5,99.9
23:30:42,144.0,22.7,101.2,99.9
23:30:43,144.0,22.7,101.1,99.9
23:30:45,144.0,22.7,101.3,99.9
23:30:46,136.0,22.7,101.1,99.9
23:30:47,144.0,22.7,101.3,99.9
23:30:49,136.0,22.7,101.4,99.9
23:30:50,144.0,22.7,101.4,99.9
23:30:54,144.0,22.7,101.5,99.9
23:30:56,144.0,22.7,101.5,99.9
23:31:00,144.0,22.7,101.4,99.9
23:31:01,144.0,22.7,101.3,99.9
23:31:04,144.0,22.7,101.1,99.9
23:31:06,144.0,22.7,101.1,99.9
23:31:07,136.0,22.7,101.1,99.9
23:31:08,144.0,22.7,101.1,99.9
23:31:10,144.0,22.7,101.3,99.9
23:32:10,144.0,22.6,101.2,99.9
23:33:11,136.0,22.3,101.2,99.9
23:35:12,136.0,21.8,101.1,99.9
23:36:30,136.0,21.5,101.1,99.9
23:36:32,144.0,21.5,101.2,99.9
23:36:33,136.0,21.5,101.2,99.9
23:36:37,136.0,21.5,101.1,99.9
23:36:38,136.0,21.5,101.2,99.9
23:36:41,144.0,21.5,101.0,99.9
23:36:43,136.0,21.4,101.2,99.9
23:36:44,136.0,21.4,101.2,99.9
23:36:45,128.0,21.4,101.2,99.9
23:36:47,136.0,21.4,101.2,99.9
23:36:48,136.0,21.4,101.4,99.9
23:36:50,136.0,21.4,101.4,99.9
23:36:51,136.0,21.4,101.2,99.9
23:36:52,144.0,21.4,101.2,99.9
23:36:54,136.0,21.4,101.2,99.9
23:36:55,136.0,21.4,101.2,99.9
23:36:57,144.0,21.4,101.3,99.9
23:36:58,136.0,21.4,101.3,99.9
23:36:59,136.0,21.4,101.3,99.9
23:37:01,136.0,21.4,101.3,99.9
23:37:02,136.0,21.4,101.3,99.9
23:37:04,136.0,21.4,101.2,99.9
23:37:05,136.0,21.4,101.4,99.9
23:37:07,136.0,21.4,101.5,99.9
23:37:11,136.0,21.4,101.4,99.9
23:37:12,136.0,21.4,101.4,99.9
23:37:13,136.0,21.4,101.4,99.9
23:37:15,136.0,21.4,101.4,99.9
23:37:16,144.0,21.3,101.3,99.9
23:37:18,136.0,21.3,101.4,99.9
23:37:19,136.0,21.3,101.4,99.9
23:37:21,136.0,21.3,101.1,99.9
23:37:22,128.0,21.3,101.2,99.9
23:37:26,144.0,21.3,101.0,99.9
23:37:28,144.0,21.3,101.1,99.9
23:37:30,136.0,21.3,101.1,99.9
23:39:31,152.0,20.9,101.5,99.9
23:40:32,144.0,20.8,101.5,99.9
23:41:32,128.0,20.9,101.6,99.9
23:43:31,136.0,21.5,101.7,99.9
23:43:32,144.0,21.4,101.6,99.9
23:43:35,136.0,21.4,101.6,99.9
23:43:36,136.0,21.4,101.5,99.9
23:43:38,152.0,21.4,101.4,99.9
23:43:40,152.0,21.4,101.6,99.9
23:43:42,144.0,21.5,101.6,99.9
23:43:43,144.0,21.5,101.6,99.9
23:43:45,136.0,21.5,101.6,99.9
23:43:46,136.0,21.5,101.6,99.9
23:43:47,136.0,21.5,101.6,99.9
23:43:49,136.0,21.6,101.6,99.9
23:43:50,136.0,21.6,101.6,99.9
23:43:52,136.0,21.6,101.5,99.9
23:43:53,136.0,21.6,101.4,99.9
23:43:54,136.0,21.6,101.3,99.9
23:43:56,144.0,21.6,101.2,100.0
23:43:57,136.0,21.6,101.4,99.9
23:43:59,144.0,21.6,101.3,99.9
23:44:00,136.0,21.6,101.4,99.9
23:44:03,136.0,21.6,101.4,99.9
23:44:04,144.0,21.6,101.4,99.9
23:44:06,136.0,21.6,101.5,99.9
23:44:10,136.0,21.6,101.1,100.0
23:44:11,144.0,21.6,101.5,99.9
23:44:14,136.0,21.6,101.0,100.0
23:44:15,144.0,21.7,101.4,100.0
23:44:17,136.0,21.7,101.2,99.9
23:44:18,136.0,21.7,101.5,99.9
23:44:20,136.0,21.7,101.1,99.9
23:44:21,136.0,21.7,101.6,99.9
23:44:23,136.0,21.7,101.4,99.9
23:44:24,136.0,21.7,101.3,99.9
23:44:25,136.0,21.8,101.2,99.9
23:44:27,144.0,21.7,101.3,99.9
23:44:28,136.0,21.7,101.3,99.9
23:44:30,136.0,21.7,101.4,99.9
23:44:31,136.0,21.7,101.4,99.9
23:45:32,136.0,21.9,101.1,99.9
23:46:32,128.0,22.2,101.1,99.9
23:47:33,136.0,22.4,101.0,99.9
23:48:33,152.0,22.5,101.5,99.9
23:49:34,128.0,22.6,100.9,99.9
23:50:34,128.0,22.6,101.1,99.9
23:53:55,136.0,22.0,101.7,99.9
23:53:56,136.0,22.0,101.7,99.9
23:53:58,136.0,22.0,101.7,99.9
23:53:59,136.0,22.0,101.7,99.9
23:54:03,136.0,22.0,101.6,99.9
23:54:04,144.0,21.9,101.7,99.9
23:54:07,136.0,21.9,101.7,99.9
23:54:09,136.0,21.9,101.8,99.9
23:54:10,136.0,21.9,101.8,99.9
23:54:13,136.0,21.9,101.7,99.9
23:54:14,136.0,21.9,101.8,99.9
23:54:15,136.0,21.9,101.7,99.9
23:54:17,136.0,21.9,101.7,99.9
23:54:18,136.0,21.9,101.8,99.9
23:54:20,136.0,21.9,101.8,99.9
23:54:21,136.0,21.9,101.7,99.9
23:54:22,144.0,21.9,101.8,99.9
23:54:24,136.0,21.9,101.7,99.9
23:54:25,128.0,21.9,101.7,99.9
23:54:27,144.0,21.9,101.7,99.9
23:54:29,144.0,21.9,101.7,99.9
23:54:31,144.0,21.8,101.7,99.9
23:54:32,144.0,21.8,101.8,99.9
23:54:35,144.0,21.8,101.7,99.9
23:54:36,152.0,21.8,101.7,99.9
23:54:38,136.0,21.8,101.8,99.9
23:54:42,144.0,21.8,101.8,99.9
23:54:43,144.0,21.8,101.7,99.9
23:54:45,144.0,21.8,101.6,99.9
23:54:46,144.0,21.8,101.7,99.9
23:54:48,136.0,21.8,101.6,99.9
23:54:49,136.0,21.8,101.7,99.9
23:54:51,144.0,21.8,101.7,99.9
23:54:52,144.0,21.8,101.8,99.9
23:54:54,144.0,21.8,101.7,99.9
23:55:55,136.0,21.6,101.9,99.9
23:56:56,128.0,21.3,101.9,99.9
23:57:56,136.0,21.1,101.7,99.9
23:58:47,136.0,21.0,101.5,99.9
23:58:49,128.0,21.0,101.5,99.9
23:58:50,136.0,21.0,101.5,99.9
23:58:51,128.0,21.0,101.5,99.9
23:58:53,144.0,21.0,101.5,99.9
23:58:54,136.0,21.0,101.6,99.9
23:58:56,136.0,21.0,101.5,99.9
23:58:57,128.0,21.0,101.6,99.9
23:58:58,136.0,21.0,101.5,99.9
23:59:00,136.0,21.0,101.6,99.9
23:59:01,144.0,21.0,101.5,99.9
23:59:03,136.0,21.0,101.4,99.9
23:59:04,136.0,21.0,101.5,99.9
23:59:08,136.0,20.9,101.5,99.9
23:59:09,136.0,20.9,101.5,99.9
23:59:12,136.0,20.9,101.5,99.9
23:59:14,136.0,20.9,101.4,99.9
23:59:15,136.0,20.9,101.5,99.9
23:59:16,136.0,20.9,101.6,99.9
23:59:18,136.0,20.9,101.6,99.9
23:59:19,136.0,20.9,101.6,99.9
23:59:21,136.0,20.9,101.7,99.9
23:59:22,136.0,20.9,101.8,99.9
23:59:34,144.0,20.9,101.6,99.9
23:59:35,144.0,20.9,101.7,99.9
23:59:36,136.0,20.9,101.7,99.9
23:59:38,136.0,20.9,101.8,99.9
23:59:40,144.0,20.9,101.9,99.9
23:59:42,136.0,20.9,101.9,99.9
23:59:43,144.0,20.9,101.9,99.9
23:59:47,136.0,20.8,101.6,99.9
23:59:49,136.0,20.8,101.6,99.9
23:59:50,128.0,20.8,101.6,99.9
23:59:51,136.0,20.8,101.7,99.9
23:59:53,136.0,20.8,101.7,99.9
23:59:54,144.0,20.8,101.6,99.9
23:59:56,128.0,20.8,101.6,99.9
23:59:57,144.0,20.8,101.6,99.9
23:59:58,136.0,20.8,101.6,99.9
